plot,scientificname,genotype,treatment,date,trait,method,mean,checked,author,season,method_type
MAC Field Scanner Season 4 Range 48 Column 13,Sorghum bicolor,PI329300,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,52.365,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 13,Sorghum bicolor,PI329300,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,82.991,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 13,Sorghum bicolor,PI329300,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,67.83,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 13,Sorghum bicolor,PI569886,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_length,3D scanner to leaf length and width,25.791,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 13,Sorghum bicolor,PI569886,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,46.308,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 13,Sorghum bicolor,PI569886,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_length,3D scanner to leaf length and width,63.78,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 13,Sorghum bicolor,PI569886,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-20,leaf_length,3D scanner to leaf length and width,191.434,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 12 Column 14,Sorghum bicolor,PI570109,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,83.081,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 12 Column 14,Sorghum bicolor,PI570109,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,56.074,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 12 Column 14,Sorghum bicolor,PI570109,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_length,3D scanner to leaf length and width,88.457,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 12 Column 14,Sorghum bicolor,PI570109,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_length,3D scanner to leaf length and width,61.756,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 12 Column 14,Sorghum bicolor,PI570109,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_length,3D scanner to leaf length and width,175.936,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 14 Column 14,Sorghum bicolor,PI156326,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,47.703,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 14 Column 14,Sorghum bicolor,PI156326,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,42.756,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 14,Sorghum bicolor,PI329618,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,38.507,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 14,Sorghum bicolor,PI329618,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-10,leaf_length,3D scanner to leaf length and width,94.875,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 14,Sorghum bicolor,PI329618,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_length,3D scanner to leaf length and width,138.183,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 14,Sorghum bicolor,PI329618,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-16,leaf_length,3D scanner to leaf length and width,144.388,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 14,Sorghum bicolor,PI329618,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-23,leaf_length,3D scanner to leaf length and width,169.268,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 7 Column 14,Sorghum bicolor,PI568717,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_length,3D scanner to leaf length and width,60.55,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 14,Sorghum bicolor,PI154750,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,69.789,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 14,Sorghum bicolor,PI154750,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,42.393,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 14,Sorghum bicolor,PI154750,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_length,3D scanner to leaf length and width,153.771,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 14,Sorghum bicolor,PI570085,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_length,3D scanner to leaf length and width,43.777,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 14,Sorghum bicolor,PI570085,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,70.634,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 14,Sorghum bicolor,PI570085,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,82.119,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 14,Sorghum bicolor,PI570085,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-10,leaf_length,3D scanner to leaf length and width,111.806,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 14,Sorghum bicolor,PI570085,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_length,3D scanner to leaf length and width,139.377,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 14,Sorghum bicolor,PI570085,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,158.423,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 14,Sorghum bicolor,PI570085,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-20,leaf_length,3D scanner to leaf length and width,170.488,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 14,Sorghum bicolor,PI570085,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-16,leaf_length,3D scanner to leaf length and width,165.254,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 2 Column 14,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,80.853,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 2 Column 14,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_length,3D scanner to leaf length and width,87.126,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 2 Column 14,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_length,3D scanner to leaf length and width,209.782,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 2 Column 14,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_length,3D scanner to leaf length and width,155.328,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 14,Sorghum bicolor,PI337680,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_length,3D scanner to leaf length and width,26.217,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 14,Sorghum bicolor,PI337680,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,39.983,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 14,Sorghum bicolor,PI337680,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,63.45,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 14,Sorghum bicolor,PI337680,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,79.506,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 14,Sorghum bicolor,PI337680,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-12,leaf_length,3D scanner to leaf length and width,115.95,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 14,Sorghum bicolor,PI337680,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,139.468,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 4 Column 14,Sorghum bicolor,PI562730,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_length,3D scanner to leaf length and width,26.428,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 4 Column 14,Sorghum bicolor,PI562730,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-17,leaf_length,3D scanner to leaf length and width,176.348,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 5 Column 14,Sorghum bicolor,PI653617,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_length,3D scanner to leaf length and width,197.478,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 9 Column 14,Sorghum bicolor,Unknown off type,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,73.05,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 11 Column 14,Sorghum bicolor,PI535794,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,32.227,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 11 Column 14,Sorghum bicolor,PI535794,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_length,3D scanner to leaf length and width,145.435,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 2 Column 11,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_length,3D scanner to leaf length and width,66.147,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 2 Column 11,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_length,3D scanner to leaf length and width,99.459,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 2 Column 4,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,48.091,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 7 Column 2,Sorghum bicolor,PI303658,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,37.348,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 8 Column 3,Sorghum bicolor,PI506122,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,134.973,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 16 Column 14,Sorghum bicolor,PI570254,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_length,3D scanner to leaf length and width,37.963,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 16 Column 14,Sorghum bicolor,PI570254,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,32.672,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 16 Column 14,Sorghum bicolor,PI570254,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,79.162,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 16 Column 14,Sorghum bicolor,PI570254,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,84.81,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 16 Column 14,Sorghum bicolor,PI570254,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,57.782,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 16 Column 14,Sorghum bicolor,PI570254,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,158.889,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 17 Column 14,Sorghum bicolor,PI152860,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_length,3D scanner to leaf length and width,28.576,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 17 Column 14,Sorghum bicolor,PI152860,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,57.854,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 17 Column 14,Sorghum bicolor,PI152860,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,63.364,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 17 Column 14,Sorghum bicolor,PI152860,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_length,3D scanner to leaf length and width,100.511,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 17 Column 14,Sorghum bicolor,PI152860,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_length,3D scanner to leaf length and width,71.411,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 17 Column 14,Sorghum bicolor,PI152860,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,107.166,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 17 Column 14,Sorghum bicolor,PI152860,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,163.718,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 15,Sorghum bicolor,PI533902,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_length,3D scanner to leaf length and width,43.718,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 15,Sorghum bicolor,PI533902,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,35.151,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 14,Sorghum bicolor,PI563196,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,73.358,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 14,Sorghum bicolor,PI563196,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,57.089,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 14,Sorghum bicolor,PI563196,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,83.163,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 14,Sorghum bicolor,PI563196,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,106.012,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 14,Sorghum bicolor,PI563196,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,194.68,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 15,Sorghum bicolor,PI533902,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,73.242,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 4,Sorghum bicolor,PI535794,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_length,3D scanner to leaf length and width,76.069,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 3,Sorghum bicolor,PI153877,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,34.513,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 3,Sorghum bicolor,PI153877,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_length,3D scanner to leaf length and width,43.221,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 3,Sorghum bicolor,PI153877,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,45.853,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 3,Sorghum bicolor,PI153877,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_length,3D scanner to leaf length and width,52.107,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 3,Sorghum bicolor,PI153877,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-02,leaf_length,3D scanner to leaf length and width,56.019,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 21 Column 4,Sorghum bicolor,PI152961,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,30.428,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 21 Column 4,Sorghum bicolor,PI152961,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_length,3D scanner to leaf length and width,80.226,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 11,Sorghum bicolor,PI569435,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,24.682,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 27 Column 2,Sorghum bicolor,PI641807,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_length,3D scanner to leaf length and width,141.705,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 27 Column 2,Sorghum bicolor,PI641807,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,160.36,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 21 Column 2,Sorghum bicolor,PI570373,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,109.376,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 14,Sorghum bicolor,PI651491,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_length,3D scanner to leaf length and width,35.739,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 14,Sorghum bicolor,PI651491,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,49.823,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 14,Sorghum bicolor,PI651491,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_length,3D scanner to leaf length and width,55.777,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 14,Sorghum bicolor,PI651491,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,150.442,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 14,Sorghum bicolor,PI651491,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_length,3D scanner to leaf length and width,152.34,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 2,Sorghum bicolor,PI524475,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_length,3D scanner to leaf length and width,23.963,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 2,Sorghum bicolor,PI524475,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_length,3D scanner to leaf length and width,57.179,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 2,Sorghum bicolor,PI524475,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_length,3D scanner to leaf length and width,90.136,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 2,Sorghum bicolor,PI524475,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_length,3D scanner to leaf length and width,73.313,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 14,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_length,3D scanner to leaf length and width,38.6,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 14,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,40.883,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 14,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,42.87,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 14,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,65.886,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 14,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-12,leaf_length,3D scanner to leaf length and width,58.777,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 14,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_length,3D scanner to leaf length and width,132.942,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 14,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,146.731,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 14,Sorghum bicolor,PI152965,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,41.622,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 14,Sorghum bicolor,PI152965,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_length,3D scanner to leaf length and width,84.133,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 15,Sorghum bicolor,PI533902,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,77.123,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 14,Sorghum bicolor,PI179749,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,79.107,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 14,Sorghum bicolor,PI179749,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,55.124,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 14,Sorghum bicolor,PI179749,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,98.159,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 14,Sorghum bicolor,PI179749,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_length,3D scanner to leaf length and width,178.656,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 14,Sorghum bicolor,PI179749,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_length,3D scanner to leaf length and width,184.783,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 14,Sorghum bicolor,PI455217,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,54.872,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 14,Sorghum bicolor,PI455217,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_length,3D scanner to leaf length and width,120.14,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 14,Sorghum bicolor,PI455217,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,188.572,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 14,Sorghum bicolor,PI455217,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_length,3D scanner to leaf length and width,212.798,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 33 Column 14,Sorghum bicolor,PI196586,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_length,3D scanner to leaf length and width,37.712,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 33 Column 14,Sorghum bicolor,PI196586,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,48.488,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 33 Column 14,Sorghum bicolor,PI196586,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,96.998,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 33 Column 14,Sorghum bicolor,PI196586,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-12,leaf_length,3D scanner to leaf length and width,134.521,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 33 Column 14,Sorghum bicolor,PI196586,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,180.177,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 33 Column 14,Sorghum bicolor,PI196586,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_length,3D scanner to leaf length and width,180.338,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 33 Column 14,Sorghum bicolor,PI196586,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,167.019,0,Zeyu Zhang,Season 4,sensor
